id,host_id,calculated_host_listings_count,price,availability_365,property_type,room_type,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,number_of_reviews,review_scores_rating,review_scores_communication,review_scores_checkin,reviews_per_month,picture_url,neighbourhood_cleansed,latitude,longitude,Standardization_Score,Neighborhood_Impact
992726098934345992,66011616,1,,24,Entire rental unit,Entire home/apt,within an hour,100%,f,t,34,4.76,4.74,4.74,1.44,https://a0.muscache.com/pictures/hosting/Hosting-992726098934345992/original/2956425f-1a0d-43d3-be87-82de560e5dcf.jpeg,Élysée,48.87229,2.31679,1,1
991042366496847681,4777697,34,,0,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-991042366496847681/original/6887ee0d-28f8-4519-bf24-745dab0a6f68.jpeg,Élysée,48.87143468572263,2.3142650984804,-1,1
993209623931285505,531780405,4,,103,Entire rental unit,Entire home/apt,within a few hours,100%,,t,18,4.5,4.28,4.67,0.9,https://a0.muscache.com/pictures/miso/Hosting-993209623931285505/original/724db1cd-a25a-4df3-a832-5fb88a74d2d4.jpeg,Élysée,48.871753352970615,2.323990796506181,-1,1
994195935576096676,241865036,1,,76,Private room in rental unit,Private room,within a day,90%,f,t,166,4.87,4.93,4.9,7.07,https://a0.muscache.com/pictures/miso/Hosting-994195935576096676/original/1b66330f-6ff2-4d9a-8d48-5318963d069f.jpeg,Élysée,48.87527196944489,2.304730676114559,1,-1
993366530097020792,14975310,1,,28,Private room in rental unit,Private room,within an hour,100%,t,t,83,4.96,4.98,4.92,3.68,https://a0.muscache.com/pictures/hosting/Hosting-993366530097020792/original/3b2b2012-fb1e-44fe-b5d6-9c591724a273.jpeg,Élysée,48.86492,2.30466,-1,-1
993909239651751467,24334913,9,,351,Entire rental unit,Entire home/apt,within an hour,100%,t,t,94,4.99,5.0,4.99,4.08,https://a0.muscache.com/pictures/prohost-api/Hosting-993909239651751467/original/220abd35-9179-49e8-a5d4-a72984d62bd2.jpeg,Élysée,48.8719027,2.3229807,0,1
993998281810943872,92467962,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-993998281810943872/original/6ef0fca4-103a-457c-b7ac-dd0a3ac13223.jpeg,Élysée,48.88058,2.32362,-1,1
997037201537697976,12640056,1,,237,Entire rental unit,Entire home/apt,within a day,100%,f,t,3,5.0,5.0,5.0,0.14,https://a0.muscache.com/pictures/miso/Hosting-997037201537697976/original/6c9eacc8-aa0b-48e5-8c22-7ddfdff1ee39.jpeg,Élysée,48.87114227917255,2.318851009786997,0,0
997499183678963825,513637822,1,,0,Private room in rental unit,Private room,within an hour,70%,f,t,15,4.33,4.4,4.33,0.8,https://a0.muscache.com/pictures/hosting/Hosting-997499183678963825/original/9ef714f4-53d7-406e-9fa0-55eaaff857f2.jpeg,Élysée,48.869464323104175,2.317931143996316,1,-1
998961872093653610,314994947,816,,270,Entire rental unit,Entire home/apt,within a day,87%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-998961872093653610/original/d1f784ad-4baf-480b-8b5a-1a52007994e9.jpeg,Élysée,48.873501,2.3124571,1,-1
999002946566571378,540617981,1,,0,Entire rental unit,Entire home/apt,within a day,50%,f,t,44,4.66,4.86,4.41,1.9,https://a0.muscache.com/pictures/miso/Hosting-999002946566571378/original/a368a194-8503-45d1-9520-76c81c6b832f.jpeg,Élysée,48.8805278,2.3119897,0,0
999159419721647953,51567288,141,,155,Entire rental unit,Entire home/apt,within an hour,100%,f,t,2,5.0,5.0,4.5,0.54,https://a0.muscache.com/pictures/prohost-api/Hosting-999159419721647953/original/528cbe0e-7c89-48c6-8bee-48fd4e1ed61f.jpeg,Élysée,48.87784331807799,2.298624268156036,-1,-1
999266671386110799,94000899,3,,269,Entire rental unit,Entire home/apt,within a day,90%,f,t,13,4.62,4.69,5.0,0.63,https://a0.muscache.com/pictures/hosting/Hosting-999266671386110799/original/5392f628-d551-45f6-9dc7-443f8a369244.jpeg,Élysée,48.868707715222136,2.3025528580428367,-1,1
999266679376145297,94000899,3,,261,Entire rental unit,Entire home/apt,within a day,90%,f,t,11,4.64,4.82,4.45,0.92,https://a0.muscache.com/pictures/hosting/Hosting-999266679376145297/original/5f017e02-5580-414e-8f50-6dacf57c767e.jpeg,Élysée,48.86848276889972,2.301208215591429,0,-1
998362185133160001,335998296,204,,314,Entire rental unit,Entire home/apt,within an hour,100%,f,t,76,4.78,4.8,4.71,3.27,https://a0.muscache.com/pictures/prohost-api/Hosting-998362185133160001/original/2b151a52-6ef1-46ff-a21f-987f0ae3d90f.jpeg,Élysée,48.8822381,2.3249817,-1,1
998362298457246757,335998296,204,,297,Entire rental unit,Entire home/apt,within an hour,100%,f,t,67,4.93,4.94,4.78,2.87,https://a0.muscache.com/pictures/prohost-api/Hosting-998362298457246757/original/1ec0d346-e56e-423b-bb09-64cececa1066.jpeg,Élysée,48.8822381,2.3249817,-1,-1
999791894791526080,24334913,9,,339,Entire rental unit,Entire home/apt,within an hour,100%,t,t,68,5.0,5.0,4.93,2.94,https://a0.muscache.com/pictures/prohost-api/Hosting-999791894791526080/original/5e60b85a-b625-4516-ab20-45af775ea647.jpeg,Élysée,48.8719027,2.3229807,1,0
1000496571972594074,367316198,1,,357,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1000496571972594074/original/baf23e99-d23c-437f-ae8c-25927d4439b7.jpeg,Élysée,48.87376,2.30383,1,0
1002269849703957666,137460298,6,,351,Entire rental unit,Entire home/apt,within an hour,100%,,t,51,4.82,4.98,4.86,2.22,https://a0.muscache.com/pictures/miso/Hosting-1002269849703957666/original/dfa847ac-5742-43a4-981e-31d8f5bd172e.jpeg,Élysée,48.8736905535086,2.303029599049661,-1,0
1002821788230469550,397664600,1,,89,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1002821788230469550/original/ed2971ab-5e18-4934-bd48-e58fa76a47c1.jpeg,Élysée,48.87643932107329,2.31753636435965,-1,1
1001232776784508975,24334913,9,,339,Entire rental unit,Entire home/apt,within an hour,100%,t,t,92,4.99,5.0,5.0,3.99,https://a0.muscache.com/pictures/prohost-api/Hosting-1001232776784508975/original/bc93a893-33a5-4966-b790-3024359f43ca.jpeg,Élysée,48.8719027,2.3229807,0,-1
1004294135938150493,98603179,7,,0,Room in hotel,Private room,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/40bbb091-d635-4d51-828b-4221fecdda89.jpg,Élysée,48.871258,2.2981691,0,1
1001866935188273365,541770065,1,,83,Private room in rental unit,Private room,a few days or more,0%,f,t,2,5.0,5.0,5.0,0.09,https://a0.muscache.com/pictures/90e88720-1d14-4f15-af3a-371d829c7751.jpg,Élysée,48.88041,2.32595,-1,0
1004778253073913352,194081242,6,,0,Room in hotel,Private room,a few days or more,0%,f,f,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-572178914113188935/original/10a5533d-e7d5-44e4-93b8-73ef420dc211.jpeg,Élysée,48.8717146,2.3261812,-1,-1
1003599537644152960,42091479,1,,257,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1003599537644152960/original/21889427-4a6b-4652-aae2-cb6416af5fe5.jpeg,Élysée,48.8757,2.32565,-1,-1
1004929857362002851,264667173,6,,0,Room in boutique hotel,Private room,N/A,N/A,t,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/89b34095-c67e-43d3-80c8-36596fc9195f.jpg,Élysée,48.8712937,2.2983475,1,-1
1008708683137971277,4777697,34,,232,Entire rental unit,Entire home/apt,within an hour,100%,f,t,2,3.0,2.5,2.5,0.15,https://a0.muscache.com/pictures/miso/Hosting-1008708683137971277/original/73f1b2ad-d3cc-4aba-87ab-63bff6f0c694.jpeg,Élysée,48.8796520361894,2.31863722577402,0,-1
1005762461101659822,129031924,2,,301,Entire rental unit,Entire home/apt,within an hour,100%,t,t,49,4.96,5.0,4.94,2.35,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwNTc2MjQ2MTEwMTY1OTgyMg%3D%3D/original/4893cac1-3e6a-4641-a1ca-8409724f5c10.jpeg,Élysée,48.8709029,2.3081514,-1,-1
1005873863853480513,542594829,1,,247,Entire rental unit,Entire home/apt,a few days or more,30%,f,t,47,4.7,4.94,4.98,2.04,https://a0.muscache.com/pictures/miso/Hosting-1005873863853480513/original/a9480407-6538-4f00-bd65-4d576c738f30.jpeg,Élysée,48.88103545725649,2.317453819389212,-1,0
1006006558861169063,542058513,8,,353,Private room in condo,Private room,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwNjAwNjU1ODg2MTE2OTA2Mw==/original/062e5d72-d405-4f21-a576-ba72e6593f7f.jpeg,Élysée,48.87160348296756,2.299907384887772,1,0
1006051154415144822,542058513,8,,272,Private room in condo,Private room,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwNjA1MTE1NDQxNTE0NDgyMg==/original/9f584ca9-be2e-42c1-8379-73d341971928.jpeg,Élysée,48.87118,2.3016,-1,1
1006058828311188822,542058513,8,,269,Private room in condo,Private room,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwNjA1ODgyODMxMTE4ODgyMg==/original/88211016-0611-44eb-a2c0-d1b977396ce1.jpeg,Élysée,48.870241989152746,2.299759332199016,-1,-1
1006148412416043397,542058513,8,,353,Entire condo,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwNjE0ODQxMjQxNjA0MzM5Nw==/original/1cd1f936-3095-4ecb-99ed-561df1d0a576.jpeg,Élysée,48.87007550357019,2.299818059797792,0,-1
1009118964193816022,3524539,23,,157,Entire rental unit,Entire home/apt,within an hour,100%,f,t,2,5.0,5.0,5.0,0.2,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwOTExODk2NDE5MzgxNjAyMg%3D%3D/original/0b6c22f0-61d7-46dc-a8af-7cb0ed617193.jpeg,Élysée,48.87811,2.32627,0,1
1009310059681330533,504315822,6,,201,Entire rental unit,Entire home/apt,within an hour,100%,t,t,36,4.69,4.81,4.78,2.13,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwOTMxMDA1OTY4MTMzMDUzMw%3D%3D/original/28ae2279-0d54-4c91-a49c-7545e5d47396.jpeg,Élysée,48.8731316,2.3107432,1,-1
1010977546029926854,532258441,1,,81,Private room in rental unit,Private room,within an hour,100%,t,t,50,4.92,4.96,4.92,2.34,https://a0.muscache.com/pictures/miso/Hosting-1010977546029926854/original/554fd0dd-07e9-452d-98a0-a7dcc5df5cb1.jpeg,Élysée,48.87187033399693,2.3102439069891565,-1,0
1012121862137395526,19018535,1,,179,Entire rental unit,Entire home/apt,a few days or more,0%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1012121862137395526/original/9ba92697-a89a-44d6-b172-9c094afd84a5.jpeg,Élysée,48.88226951734612,2.3221363417379632,0,-1
1013659645152994081,507428086,8,,323,Entire rental unit,Entire home/apt,within an hour,100%,f,t,75,4.27,4.83,4.61,3.41,https://a0.muscache.com/pictures/miso/Hosting-1013659645152994081/original/bd7984ba-10dd-47b1-ae83-f81fce82a728.jpeg,Élysée,48.87277,2.31075,0,1
1013664935529572389,507428086,8,,336,Entire rental unit,Entire home/apt,within an hour,100%,f,t,73,4.22,4.71,4.65,3.3,https://a0.muscache.com/pictures/miso/Hosting-1013664935529572389/original/d27a659d-6479-406a-9721-3da9a3e31ba9.jpeg,Élysée,48.87289,2.31219,1,0
1011418115840566788,218721201,5,,316,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1011418115840566788/original/f2664f77-10b0-4296-9efc-3826b87bd6c7.jpeg,Élysée,48.873960918029255,2.3185344085157715,-1,-1
1012292576113001046,61610992,1,,0,Entire rental unit,Entire home/apt,within a few hours,100%,f,t,1,5.0,5.0,5.0,0.07,https://a0.muscache.com/pictures/miso/Hosting-1012292576113001046/original/02976444-e134-4c6e-83c3-6abd31b841d4.jpeg,Élysée,48.88192268293039,2.323760313553952,1,1
1012788312298545060,537832284,25,,355,Entire rental unit,Entire home/apt,within an hour,100%,f,t,6,4.33,4.33,4.67,0.27,https://a0.muscache.com/pictures/prohost-api/Hosting-1012788312298545060/original/2b47909b-09b0-4ed5-9db0-109e1f252a59.jpeg,Élysée,48.87286405678702,2.3122027616977503,-1,0
1012993453903860298,193463287,45,,61,Entire rental unit,Entire home/apt,within an hour,100%,t,t,1,5.0,5.0,5.0,0.21,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAxMjk5MzQ1MzkwMzg2MDI5OA%3D%3D/original/5b871d01-0ab4-4cf2-bb38-44a58d411eb7.jpeg,Élysée,48.87259675731938,2.302653323468037,-1,0
1013023351532968605,193463287,45,,58,Entire rental unit,Entire home/apt,within an hour,100%,t,t,5,5.0,5.0,4.6,0.7,https://a0.muscache.com/pictures/miso/Hosting-1013023351532968605/original/6adfad92-9ff9-42d2-b0cd-3b145347533e.jpeg,Élysée,48.8719326,2.3037977,0,1
1013024145346387920,540613340,1,,357,Entire rental unit,Entire home/apt,N/A,N/A,f,t,12,5.0,4.92,5.0,0.57,https://a0.muscache.com/pictures/prohost-api/Hosting-1013024145346387920/original/15dfb574-5d33-4fbf-b92d-842d85e31fa5.jpeg,Élysée,48.8679842,2.3075279,0,0
1013040299582920381,543970923,1,,364,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1013040299582920381/original/988e6b63-f30d-4912-9f5b-6618aed9012f.jpeg,Élysée,48.8666699,2.303642,0,1
1013115825016730727,88091666,9,,30,Entire rental unit,Entire home/apt,within an hour,100%,t,t,13,4.85,4.92,5.0,3.98,https://a0.muscache.com/pictures/hosting/Hosting-1013115825016730727/original/6edfabad-9362-4585-9739-e48e794419a0.jpeg,Élysée,48.8681,2.32299,-1,0
1015886774612536192,258918,1,,269,Entire rental unit,Entire home/apt,a few days or more,0%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1015886774612536192/original/4bbeff5b-702b-452c-a2aa-bf1ab599ea2f.jpeg,Élysée,48.8811832,2.3270058,1,0
1015800922233222203,358322807,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,f,3,5.0,5.0,5.0,0.14,https://a0.muscache.com/pictures/hosting/Hosting-1015800922233222203/original/e0c308e7-fa14-4b60-a6ac-bad33299e29d.jpeg,Élysée,48.88280295021162,2.3247278313314297,-1,0
1017416161602129006,17152196,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,3,5.0,5.0,5.0,0.16,https://a0.muscache.com/pictures/miso/Hosting-1017416161602129006/original/e8edf0f8-d639-449b-bee6-b54fdd84862e.jpeg,Élysée,48.8746516,2.3261702,0,0
1018723713328742213,36635218,1,,364,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-1018723713328742213/original/e684c6f3-cc45-48f4-99b1-31d0b97e2564.jpeg,Élysée,48.87552488749148,2.317099347710609,1,0
1019645364025139380,416701816,1,,161,Entire rental unit,Entire home/apt,within an hour,100%,t,t,11,4.82,4.91,4.91,0.95,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAxOTY0NTM2NDAyNTEzOTM4MA%3D%3D/original/dbc8f443-8515-411f-822f-a2c9f1f14859.jpeg,Élysée,48.87825111651771,2.325061823992863,-1,-1
1021704877608860038,3038685,16,,140,Entire rental unit,Entire home/apt,within an hour,100%,f,t,1,1.0,1.0,1.0,0.56,https://a0.muscache.com/pictures/miso/Hosting-1021704877608860038/original/096c96c6-fad8-4a35-9e88-2bae00f5a4eb.jpeg,Élysée,48.87388295782569,2.31689591561196,-1,-1
1022407881661828925,31104065,1,,269,Entire rental unit,Entire home/apt,N/A,N/A,f,t,17,4.82,5.0,5.0,0.83,https://a0.muscache.com/pictures/miso/Hosting-1022407881661828925/original/390f40a0-5457-4300-8d5a-9efd0ae557de.jpeg,Élysée,48.87395,2.30231,-1,0
1023791837568644069,51567288,141,,214,Entire rental unit,Entire home/apt,within an hour,100%,f,t,3,5.0,5.0,4.67,0.22,https://a0.muscache.com/pictures/prohost-api/Hosting-1023791837568644069/original/e1ef849c-9cff-4c0b-9b50-e118e30dd309.jpeg,Élysée,48.87727270702272,2.2986955972114225,0,0
1025408262429591231,70793929,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1025408262429591231/original/11fe058b-08cb-4fed-819c-5a61bc848731.jpeg,Élysée,48.88188698458675,2.3230388737439776,-1,-1
1023207522070718483,232738872,1,,263,Entire rental unit,Entire home/apt,within an hour,100%,f,t,1,5.0,5.0,5.0,0.33,https://a0.muscache.com/pictures/hosting/Hosting-1023207522070718483/original/5f52e30e-e25b-4864-9ff7-1d3e2543ec88.jpeg,Élysée,48.8787706,2.3053413,0,-1
1025911523271170069,481412810,9,,166,Entire condo,Entire home/apt,within a day,75%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAyNTkxMTUyMzI3MTE3MDA2OQ%3D%3D/original/fc49a94c-42ed-4f3e-ab36-2c49fc056288.jpeg,Élysée,48.87308,2.302,0,0
1025922829289692460,33889201,370,,363,Entire rental unit,Entire home/apt,within an hour,100%,f,t,2,5.0,5.0,5.0,0.23,https://a0.muscache.com/pictures/prohost-api/Hosting-1025922829289692460/original/423eb226-7193-466a-b72d-1f8490cae131.jpeg,Élysée,48.871,2.316,0,0
1025939362998759778,33889201,370,,363,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-1025939362998759778/original/bbe0a8e4-19b8-4ebc-af04-68c633631356.jpeg,Élysée,48.871,2.312,1,1
1025964215767534118,28212493,1,,35,Entire rental unit,Entire home/apt,within a day,69%,f,t,33,4.94,4.85,4.97,1.81,https://a0.muscache.com/pictures/miso/Hosting-1025964215767534118/original/b5ed7784-1023-4837-a5e4-6c8e666d2955.jpeg,Élysée,48.87244,2.30913,-1,1
1025973487362891344,481412810,9,,97,Entire condo,Entire home/apt,within a day,75%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAyNTk3MzQ4NzM2Mjg5MTM0NA%3D%3D/original/571fe821-c73b-4873-9387-00ba645d63f9.jpeg,Élysée,48.87427,2.30219,-1,0
1024597009841108266,535347304,1,,296,Entire home,Entire home/apt,within an hour,100%,t,t,60,4.85,4.95,4.9,2.99,https://a0.muscache.com/pictures/miso/Hosting-1024597009841108266/original/10f1ffde-a518-4151-9fcc-4667deb8f73e.jpeg,Élysée,48.8721194,2.3042957,0,1
1026489070081004269,101013307,1,,15,Entire rental unit,Entire home/apt,within an hour,100%,f,t,75,4.52,4.96,4.73,3.47,https://a0.muscache.com/pictures/miso/Hosting-1026489070081004269/original/391d3cbd-eee8-4e29-b8d2-dbf4287c40df.jpeg,Élysée,48.87481,2.31679,0,-1
1028416280043983787,529289954,1,,267,Private room in rental unit,Private room,a few days or more,0%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-1028416280043983787/original/fb56e79f-374d-4b4e-8e50-15f07597b715.jpeg,Élysée,48.87762700153353,2.3165487139219376,1,1
1030109993536044419,403589502,1,,0,Entire rental unit,Entire home/apt,N/A,N/A,f,f,9,4.56,5.0,5.0,0.57,https://a0.muscache.com/pictures/miso/Hosting-1030109993536044419/original/a446f055-a665-4266-b42c-d654b5548db0.jpeg,Élysée,48.88125858466744,2.320505984943196,1,-1
1030211817740335495,517515174,44,,0,Entire rental unit,Entire home/apt,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/prohost-api/Hosting-1030211817740335495/original/ac249e6d-768a-44d5-b4e5-7177633ff89f.jpeg,Élysée,48.87889,2.30216,0,1
1027461491324100202,448405235,91,,2,Entire rental unit,Entire home/apt,N/A,N/A,f,t,17,4.94,4.88,4.82,1.03,https://a0.muscache.com/pictures/miso/Hosting-1027461491324100202/original/a97d7572-fe76-4a93-98f4-69c475b5c548.jpeg,Élysée,48.8800817,2.3196184,1,-1
1028814088239041528,51567288,141,,203,Entire rental unit,Entire home/apt,within an hour,100%,f,t,41,4.2,4.68,4.61,1.91,https://a0.muscache.com/pictures/prohost-api/Hosting-1028814088239041528/original/ac57145b-5d68-4560-a942-27fe8c695af9.jpeg,Élysée,48.87247,2.30752,1,-1
1030369378969675444,503536814,88,,255,Entire rental unit,Entire home/apt,within an hour,100%,f,t,3,4.67,5.0,5.0,0.18,https://a0.muscache.com/pictures/prohost-api/Hosting-1030369378969675444/original/827b10b7-5488-431e-bc35-300bb1a0ace9.jpeg,Élysée,48.8692702,2.3228391,-1,1
1030615640515693564,542058513,8,,177,Private room in rental unit,Private room,within an hour,100%,f,t,1,5.0,5.0,3.0,1.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAzMDYxNTY0MDUxNTY5MzU2NA==/original/e635ea6f-3297-4a8a-aa9a-522ea7bc43cb.jpeg,Élysée,48.86992,2.3016,1,0
1030948933127251948,542058513,8,,270,Private room in home,Private room,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAzMDk0ODkzMzEyNzI1MTk0OA==/original/4f0b83f2-93e2-4c7b-a968-e14bd56d93c7.jpeg,Élysée,48.87155,2.30102,1,1
1030815771836131955,542058513,8,,177,Private room in rental unit,Private room,within an hour,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAzMDgxNTc3MTgzNjEzMTk1NQ==/original/64a1922f-a673-48bd-9edc-7215df1e057a.jpeg,Élysée,48.87191029383148,2.299589322508599,0,-1
1029117835809026377,524851930,184,,0,Entire rental unit,Entire home/apt,within an hour,100%,t,t,23,4.52,4.52,4.35,1.06,https://a0.muscache.com/pictures/prohost-api/Hosting-1029117835809026377/original/db61f1f7-5b13-4d8b-9ffd-d2fbf6098858.jpeg,Élysée,48.8747036,2.2990709,1,0
1031252878520984970,547864805,1,,130,Entire rental unit,Entire home/apt,within a few hours,100%,t,t,39,5.0,4.95,4.95,2.17,https://a0.muscache.com/pictures/7d3de4d8-5975-4296-b74c-48fcee42d5cd.jpg,Élysée,48.87279,2.32347,-1,-1
1033352030577062675,550616887,77,,318,Entire rental unit,Entire home/apt,within a day,100%,,t,1,5.0,5.0,5.0,0.21,https://a0.muscache.com/pictures/prohost-api/Hosting-1033352030577062675/original/6a13f15a-13f3-4eef-b8c3-3a729ae56059.jpeg,Élysée,48.8751685,2.3191241,0,1
1031664089096073526,421961959,13,,0,Entire rental unit,Entire home/apt,within an hour,100%,,t,2,5.0,5.0,5.0,0.15,https://a0.muscache.com/pictures/prohost-api/Hosting-1031664089096073526/original/03a9d268-6f8d-498d-bf0f-215b3c2ea760.jpeg,Élysée,48.87619609999999,2.3023011,0,0
1034147641714789605,154979404,1,,364,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1034147641714789605/original/060d0643-9e45-450f-a84e-246cfdfdc855.jpeg,Élysée,48.87176,2.30888,0,0
1031766085924064083,131518409,1,,351,Entire rental unit,Entire home/apt,within a few hours,100%,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1031766085924064083/original/5813a3c8-937e-4f3f-9b16-6e908d1528ba.png,Élysée,48.8807026,2.3177718,0,1
1033415189760723761,5194235,1,,364,Entire rental unit,Entire home/apt,N/A,N/A,f,t,0,4.82,4.93,4.91,0.0,https://a0.muscache.com/pictures/miso/Hosting-1033415189760723761/original/647c637c-5a3d-4576-9ba3-3e29f5d8c7cc.jpeg,Élysée,48.86958,2.32107,0,1
1034524563813498795,548361962,3,,336,Entire rental unit,Entire home/apt,within an hour,100%,t,t,2,5.0,5.0,4.5,0.36,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAzNDUyNDU2MzgxMzQ5ODc5NQ==/original/8d475dd5-9cc1-4d5a-b862-9546e97a1649.jpeg,Élysée,48.87702,2.30158,-1,-1
1034596285332768623,4000865,1,,87,Entire rental unit,Entire home/apt,N/A,N/A,f,t,3,5.0,5.0,5.0,0.17,https://a0.muscache.com/pictures/miso/Hosting-1034596285332768623/original/60f87f23-c205-49ce-a55b-406b310953e1.jpeg,Élysée,48.8794754,2.3188845,0,-1
1034610323502867679,519775293,102,,139,Entire rental unit,Entire home/apt,within an hour,100%,t,t,2,4.0,3.5,5.0,0.14,https://a0.muscache.com/pictures/prohost-api/Hosting-1034610323502867679/original/56b0574b-4862-4fbb-a48b-d70ea801ff78.jpeg,Élysée,48.8734,2.3,1,0
1034623474259913011,548361962,3,,240,Entire rental unit,Entire home/apt,within an hour,100%,t,t,6,5.0,5.0,5.0,0.37,https://a0.muscache.com/pictures/miso/Hosting-1034623474259913011/original/c5199712-d581-4642-8e5a-741dfd00c73f.jpeg,Élysée,48.87617,2.30305,-1,1
1034726446352230360,548361962,3,,266,Entire rental unit,Entire home/apt,within an hour,100%,t,t,7,5.0,5.0,5.0,0.36,https://a0.muscache.com/pictures/miso/Hosting-1034726446352230360/original/3fe266e2-0190-45af-a6e4-d80a45411231.jpeg,Élysée,48.876047371394414,2.3015703473830658,-1,-1
1032641348296998047,524851930,184,,329,Entire rental unit,Entire home/apt,within an hour,100%,t,t,56,4.86,4.86,4.79,2.6,https://a0.muscache.com/pictures/prohost-api/Hosting-1032641348296998047/original/15e5ccf4-b516-4b0e-b243-d581fcb0321f.jpeg,Élysée,48.86918,2.30503,1,1
1034745763294719104,156775524,121,,292,Entire rental unit,Entire home/apt,within an hour,100%,f,t,21,4.0,4.0,4.35,1.01,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAzNDc0NTc2MzI5NDcxOTEwNA==/original/3b0efc44-1aec-478f-8ecc-250fdc88f3e5.jpeg,Élysée,48.87796,2.30114,1,-1
